CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;TIPO_CREDITO;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;BAHIA;304748188;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;30/10/1984;NAO;18878.99;PREVIDENCIARIO
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;BAHIA;309037379;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;01/02/1988;SIM;5938.61;PREVIDENCIARIO
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;BAHIA;314890254;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;01/01/1994;SIM;48553.07;PREVIDENCIARIO
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;BAHIA;314890289;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;CONTRIBUICAO NAO REPASSADA;01/12/1993;SIM;64203.92;PREVIDENCIARIO
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;BAHIA;317717090;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;CONTRIBUICAO NAO REPASSADA;01/12/1993;SIM;10064.65;PREVIDENCIARIO
14.262.083/0001-00;Pessoa jurídica;Principal;ITABUNA ESPORTE CLUBE;BA;ILHEUS;390178268;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/03/2019;NAO;154.64;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;317747711;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;14/09/1995;SIM;210801.53;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;319698793;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/01/1997;SIM;151903.54;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;319698807;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/01/1997;SIM;423136.48;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;319698815;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/01/1997;SIM;31015.96;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;319698823;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/01/1997;SIM;9917.44;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;111451043;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;03/07/2015;SIM;14373.55;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;127489878;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/03/2018;SIM;47649.53;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;132601737;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2016;SIM;14167.15;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;134096312;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/04/2018;SIM;18102.60;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;135028477;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/04/2018;SIM;35168.14;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;139575456;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/02/2018;SIM;11751.52;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;141220910;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/04/2018;SIM;22477.50;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;158206410;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;04/05/2019;SIM;101293.44;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;165700084;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;15/12/2019;NAO;23312.97;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;361232632;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;16202.21;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;367727226;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/03/2019;NAO;828.50;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;367733706;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/03/2019;NAO;3308.80;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;367737396;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/03/2019;NAO;274.40;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;369510488;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;18/03/2018;NAO;10884.30;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;369510500;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/10/2010;SIM;160207.50;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;397869797;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;04/09/2011;SIM;85164.76;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;445958103;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;25/04/2014;SIM;128004.76;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;445958111;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/03/2017;SIM;1033.60;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;445958120;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;25/04/2014;SIM;74232.04;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;445958189;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;25/04/2014;SIM;155743.34;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;445958197;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;25/04/2014;SIM;4733.51;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;446505374;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;25/04/2014;SIM;12039.53;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;446505382;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/03/2017;SIM;149.45;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;486280470;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;11/07/2015;SIM;4198.31;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;486280543;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;27/03/2018;SIM;29926.22;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;492066949;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;12/07/2015;SIM;58331.72;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;493021639;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;27/03/2018;SIM;116.32;PREVIDENCIARIO
15.131.162/0001-36;Pessoa jurídica;Principal;CLUBE BAHIANO DE TENIS;BA;BAHIA;354134078;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;13/10/2006;NAO;573699.83;PREVIDENCIARIO
14.615.264/0001-64;Pessoa jurídica;Principal;CLUBE DOS QUARENTA;BA;ILHEUS;366214403;Em cobrança;PRE AJUIZAMENTO / DISTRIBUICAO (ELETRONICO/AUTOMATICO);OUTROS;24/12/2011;NAO;3056.80;PREVIDENCIARIO
04.822.354/0001-72;Pessoa jurídica;Principal;CATUENSE FUTEBOL S.A.;BA;BAHIA;166841510;Em cobrança;PRE-INSCRICAO DE CREDITO DE LDCG/DCG;OUTROS;01/01/1000;NAO;16525.15;PREVIDENCIARIO
13.272.802/0001-00;Pessoa jurídica;Principal;CLUBE DE CAMPO DO GAMELEIRA;BA;ILHEUS;404105726;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;20/10/2012;SIM;3003.54;PREVIDENCIARIO
40.739.856/0001-06;Pessoa jurídica;Principal;BANCARIOS IATE CLUBE DE ILHEUS;BA;ILHEUS;132793776;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/12/2016;SIM;75311.81;PREVIDENCIARIO
40.739.856/0001-06;Pessoa jurídica;Principal;BANCARIOS IATE CLUBE DE ILHEUS;BA;ILHEUS;404326846;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/11/2012;SIM;24228.97;PREVIDENCIARIO
02.436.823/0001-90;Pessoa jurídica;Principal;VITORIA SA;BA;BAHIA;369806930;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;15/10/2010;SIM;1203959.52;PREVIDENCIARIO
15.217.003/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE VITORIA;BA;BAHIA;350794235;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;24/10/2000;NAO;254177.90;PREVIDENCIARIO
13.247.259/0001-83;Pessoa jurídica;Principal;COUNTRY CLUB PRIMAVERA;BA;VITORIA DA CONQUISTA;364830859;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;15/05/2009;NAO;32951.18;PREVIDENCIARIO
13.237.367/0001-75;Pessoa jurídica;Principal;RECREIO TENIS CLUBE;BA;VITORIA DA CONQUISTA;140972250;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;02/02/2018;NAO;7618.66;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;395651409;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/03/2011;SIM;85613.29;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;486280551;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;27/03/2018;SIM;233.15;PREVIDENCIARIO
13.236.757/0001-20;Pessoa jurídica;Principal;ARVO ASSOCIACAO RECREATIVA VALE DO OURO;BA;ILHEUS;365891320;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;14/06/2013;NAO;1696.56;PREVIDENCIARIO
33.831.702/0001-76;Pessoa jurídica;Principal;CLUBE SOCIAL E DESPORTIVO DE CAMACARI;BA;BAHIA;137039948;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;01/02/2018;NAO;14296.83;PREVIDENCIARIO
15.154.313/0001-71;Pessoa jurídica;Principal;CLUBE PORTUGUES DA BAHIA;BA;BAHIA;318790173;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;18/04/1996;NAO;53672.42;PREVIDENCIARIO
13.652.896/0001-35;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;BA;BARREIRAS;127559647;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/03/2018;SIM;576.80;PREVIDENCIARIO
13.652.896/0001-35;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;BA;BAHIA;400193515;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;18/02/2012;SIM;75838.52;PREVIDENCIARIO
13.248.265/0001-55;Pessoa jurídica;Principal;ADEPE ASSOCIACAO DESPORTIVA DOS EMPREGADOS DA PETROBRAS;BA;BAHIA;147536723;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;03/06/2018;NAO;13624.99;PREVIDENCIARIO
13.576.384/0001-37;Pessoa jurídica;Principal;JOCKEY CLUB DO SALVADOR;BA;BAHIA;314816810;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;01/09/1993;SIM;141845.14;PREVIDENCIARIO
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;BA;FEIRA DE SANTANA;127554238;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/03/2018;SIM;27143.12;PREVIDENCIARIO
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;BA;FEIRA DE SANTANA;149247141;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;11/05/2019;NAO;8003.44;PREVIDENCIARIO
13.896.030/0001-70;Pessoa jurídica;Principal;CLUBE SOCIAL E RECREATIVO DE MACAUBAS;BA;VITORIA DA CONQUISTA;399170251;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;03/12/2011;SIM;13102.76;PREVIDENCIARIO
04.822.354/0001-72;Pessoa jurídica;Principal;CATUENSE FUTEBOL S.A.;BA;BAHIA;412251264;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;18/03/2013;SIM;15340.22;PREVIDENCIARIO
13.100.037/0001-33;Pessoa jurídica;Principal;CLUBE 2004 DA BAHIA;BA;BAHIA;557262623;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;22/12/1998;SIM;4246.87;PREVIDENCIARIO
14.493.407/0001-02;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;BA;VITORIA DA CONQUISTA;403781019;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;28/09/2012;NAO;10285.11;PREVIDENCIARIO
14.582.274/0001-40;Pessoa jurídica;Principal;EQUUS CLUBE DO CAVALO;BA;BAHIA;400270374;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;03/10/2014;SIM;1015.68;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;369805950;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;15/10/2010;SIM;774629.24;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;421765712;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;13/04/2014;SIM;194356.02;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;421765828;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;13/04/2014;SIM;236142.70;PREVIDENCIARIO
02.436.823/0001-90;Pessoa jurídica;Principal;VITORIA SA;BA;BAHIA;363762388;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;29/01/2009;NAO;669.09;PREVIDENCIARIO
15.217.003/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE VITORIA;BA;BAHIA;323250092;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;CONTRIBUICAO NAO REPASSADA;13/08/1997;SIM;694237.77;PREVIDENCIARIO
15.217.003/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE VITORIA;BA;BAHIA;350794197;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;24/10/2000;NAO;102479.26;PREVIDENCIARIO
14.621.411/0001-09;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;BA;ILHEUS;133162575;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/03/2017;SIM;1255.72;PREVIDENCIARIO
14.352.934/0001-05;Pessoa jurídica;Principal;GRAPIUNA TENIS CLUBE;BA;BAHIA;319686450;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;05/06/1995;SIM;393257.52;PREVIDENCIARIO
00.643.419/0001-61;Pessoa jurídica;Principal;CLUBE DOS 100;BA;BAHIA;398636621;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;29/10/2011;SIM;17303.03;PREVIDENCIARIO
13.893.821/0001-46;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA JEQUIE;BA;VITORIA DA CONQUISTA;317742833;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;CONTRIBUICAO NAO REPASSADA;01/03/1994;SIM;18740.27;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;317747371;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;14/09/1995;SIM;615596.91;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;134096320;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/04/2018;SIM;173707.88;PREVIDENCIARIO
33.831.702/0001-76;Pessoa jurídica;Principal;CLUBE SOCIAL E DESPORTIVO DE CAMACARI;BA;BAHIA;132834650;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;23/04/2018;NAO;27618.05;PREVIDENCIARIO
13.236.757/0001-20;Pessoa jurídica;Principal;ARVO ASSOCIACAO RECREATIVA VALE DO OURO;BA;BAHIA;367876868;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;08/05/2010;SIM;16023.16;PREVIDENCIARIO
15.131.162/0001-36;Pessoa jurídica;Principal;CLUBE BAHIANO DE TENIS;BA;BAHIA;557223881;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;25/03/1999;SIM;265299.47;PREVIDENCIARIO
14.615.264/0001-64;Pessoa jurídica;Principal;CLUBE DOS QUARENTA;BA;ILHEUS;443066817;Em cobrança;PRE AJUIZAMENTO / DISTRIBUICAO (ELETRONICO/AUTOMATICO);OUTROS;21/03/2014;NAO;7143.78;PREVIDENCIARIO
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;BA;FEIRA DE SANTANA;149247133;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;11/05/2019;NAO;10503.19;PREVIDENCIARIO
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;BA;FEIRA DE SANTANA;317739980;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;01/03/1994;NAO;342760.66;PREVIDENCIARIO
13.896.030/0001-70;Pessoa jurídica;Principal;CLUBE SOCIAL E RECREATIVO DE MACAUBAS;BA;VITORIA DA CONQUISTA;405820690;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;16/12/2012;NAO;2732.16;PREVIDENCIARIO
13.272.802/0001-00;Pessoa jurídica;Principal;CLUBE DE CAMPO DO GAMELEIRA;BA;ILHEUS;133160440;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;14/01/2017;SIM;38265.26;PREVIDENCIARIO
14.809.107/0001-90;Pessoa jurídica;Principal;BALNEARIO ANGRA RIO MAR;BA;BAHIA;555843734;Em cobrança;CITACAO DO DEVEDOR;OUTROS;26/03/1996;SIM;147024.62;PREVIDENCIARIO
13.100.037/0001-33;Pessoa jurídica;Principal;CLUBE 2004 DA BAHIA;BA;BAHIA;445956437;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;25/04/2014;SIM;1388.70;PREVIDENCIARIO
14.502.298/0001-42;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;BA;VITORIA DA CONQUISTA;146799658;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;29/09/2018;NAO;18851.99;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;403188920;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;24/08/2012;SIM;2177353.38;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;421765763;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;13/04/2014;SIM;226879.46;PREVIDENCIARIO
15.193.923/0001-84;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA;BA;BAHIA;437552144;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;09/01/2014;SIM;1445073.26;PREVIDENCIARIO
02.436.823/0001-90;Pessoa jurídica;Principal;VITORIA SA;BA;BAHIA;372710085;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;26/07/2015;SIM;5673.37;PREVIDENCIARIO
16.231.300/0001-11;Pessoa jurídica;Principal;CLUBE DE CAMPO DE CACULE;BA;VITORIA DA CONQUISTA;136641210;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;14456.58;PREVIDENCIARIO
15.193.121/0001-74;Pessoa jurídica;Principal;CLUBE DOS OFICIAIS DA POLICIA MILITAR;BA;BAHIA;397885113;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;04/09/2011;SIM;22810.72;PREVIDENCIARIO
00.643.419/0001-61;Pessoa jurídica;Principal;CLUBE DOS 100;BA;BAHIA;398636630;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;29/10/2011;SIM;81753.68;PREVIDENCIARIO
13.247.259/0001-83;Pessoa jurídica;Principal;COUNTRY CLUB PRIMAVERA;BA;VITORIA DA CONQUISTA;121402878;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;26/07/2015;SIM;27888.82;PREVIDENCIARIO
02.357.080/0001-62;Pessoa jurídica;Principal;ESPORTE CLUBE BAHIA SA;BA;BAHIA;357803515;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;26/05/2006;SIM;1595946.27;PREVIDENCIARIO
13.237.367/0001-75;Pessoa jurídica;Principal;RECREIO TENIS CLUBE;BA;VITORIA DA CONQUISTA;126128170;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;25/03/2016;NAO;4354.24;PREVIDENCIARIO
16.230.831/0001-90;Pessoa jurídica;Principal;FEIRA TENIS CLUBE;BA;FEIRA DE SANTANA;350731748;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;AFERICAO INDIRETA;16/05/2001;SIM;1067610.89;PREVIDENCIARIO
14.259.428/0001-68;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA E CULTURAL COELBA ADELBA;BA;BAHIA;141220929;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;16/04/2018;SIM;83371.67;PREVIDENCIARIO
15.154.313/0001-71;Pessoa jurídica;Principal;CLUBE PORTUGUES DA BAHIA;BA;BAHIA;557583713;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/11/1998;SIM;326862.00;PREVIDENCIARIO
13.248.265/0001-55;Pessoa jurídica;Principal;ADEPE ASSOCIACAO DESPORTIVA DOS EMPREGADOS DA PETROBRAS;BA;BAHIA;147536715;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;03/06/2018;NAO;5011.14;PREVIDENCIARIO
13.576.384/0001-37;Pessoa jurídica;Principal;JOCKEY CLUB DO SALVADOR;BA;BAHIA;600341771;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;23/09/2011;SIM;44414.16;PREVIDENCIARIO
14.532.824/0001-17;Pessoa jurídica;Principal;SOCIEDADE FILARMONICA DOIS DE JANEIRO;BA;FEIRA DE SANTANA;403577810;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;23/04/2018;NAO;256.36;PREVIDENCIARIO
04.822.354/0001-72;Pessoa jurídica;Principal;CATUENSE FUTEBOL S.A.;BA;BAHIA;128157356;Em cobrança;PRE AJUIZAMENTO / DISTRIBUICAO (ELETRONICO/AUTOMATICO);OUTROS;28/01/2017;NAO;129265.37;PREVIDENCIARIO
13.983.291/0001-27;Pessoa jurídica;Principal;CLUBE DE CAMPO GUANAMBI;BA;VITORIA DA CONQUISTA;367214563;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;02/04/2010;SIM;56854.96;PREVIDENCIARIO
