CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
23.093.529/0001-00;Pessoa jurídica;PRINCIPAL;CONGADO DE SANTA EFIGENIA;MG;UBERLANDIA;6060601962784;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;3488.90;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300211390;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;7457.83;NAO_PREVIDENCIARIO
18.574.046/0001-80;Pessoa jurídica;PRINCIPAL;UBERLANDIA TENIS CLUBE;MG;UBERLANDIA;6061803967203;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Custas judiciais;06/11/2018;NAO;2772.83;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051200215784;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/03/2012;SIM;8419.23;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051600509513;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;07/04/2016;NAO;3975.84;NAO_PREVIDENCIARIO
20.856.886/0001-87;Pessoa jurídica;PRINCIPAL;UNIAO ESPORTE CLUBE;MG;GOVERNADOR VALADARES;6060601525562;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;2400.91;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051101181709;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;26/10/2011;SIM;7649.83;NAO_PREVIDENCIARIO
21.024.575/0001-14;Pessoa jurídica;PRINCIPAL;GARFO CLUBE DE GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES;6050300737148;Em cobrança;ATIVA AJUIZADA EM PROCESSO DE NEGOCIACAO NO SISPAR;Receita da dívida ativa - Multa - CLT;26/11/2003;SIM;6197.29;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210660;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;1962.56;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300211551;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;10205.44;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210741;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;5501.43;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051800087485;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;16/01/2018;NAO;1969.38;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051000809605;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;18/08/2010;SIM;388.88;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210318;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;3728.89;NAO_PREVIDENCIARIO
20.107.470/0001-66;Pessoa jurídica;PRINCIPAL;CLUBE ITAPORA;MG;SETE LAGOAS;6072000034169;Em cobrança;ATIVA A SER COBRADA;Receita da dívida ativa - PIS;06/01/2020;NAO;1571.52;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6050600012157;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/03/2006;SIM;495.66;NAO_PREVIDENCIARIO
25.641.929/0001-20;Pessoa jurídica;PRINCIPAL;CLUBE DE CACA E PESCA ITORORO DE UBERLANDIA;MG;UBERLANDIA;6081300010604;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - ITR - Exercício 1997 e posteriores;17/07/2013;SIM;278684.04;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6050901173192;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/11/2009;SIM;197.64;NAO_PREVIDENCIARIO
01.130.692/0001-55;Pessoa jurídica;PRINCIPAL;SANTANENSE ESPORTE CLUBE;MG;JUIZ DE FORA;6061904891199;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;30/09/2019;NAO;2437.06;NAO_PREVIDENCIARIO
21.024.575/0001-14;Pessoa jurídica;PRINCIPAL;GARFO CLUBE DE GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES;6050500942020;Em cobrança;ATIVA AJUIZADA EM PROCESSO DE NEGOCIACAO NO SISPAR;Receita da dívida ativa - Multa - CLT;06/06/2005;SIM;4128.49;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210580;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;3728.89;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6050901173273;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/11/2009;SIM;1406.36;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300211128;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;2208.99;NAO_PREVIDENCIARIO
21.024.575/0001-14;Pessoa jurídica;PRINCIPAL;GARFO CLUBE DE GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES;6050400099542;Em cobrança;ATIVA AJUIZADA EM PROCESSO DE NEGOCIACAO NO SISPAR;Receita da dívida ativa - Multa - CLT;21/07/2004;SIM;9096.44;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6050600012580;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/03/2006;SIM;1267.74;NAO_PREVIDENCIARIO
18.574.046/0001-80;Pessoa jurídica;PRINCIPAL;UBERLANDIA TENIS CLUBE;MG;UBERLANDIA;6071701069300;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - PIS;29/12/2017;NAO;1049.51;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210822;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;14915.67;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6060802078954;Benefício Fiscal;ATIVA NAO AJUIZADA PARCELADA LEI 12996/14;R D Ativa - Multa Isolada;10/12/2008;NAO;2656.06;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6050901172978;Benefício Fiscal;ATIVA NAO AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;13/11/2009;NAO;3650.03;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210237;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;3728.89;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6070800405572;Benefício Fiscal;ATIVA NAO AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - PIS;11/12/2008;NAO;2195.87;NAO_PREVIDENCIARIO
25.641.929/0001-20;Pessoa jurídica;PRINCIPAL;CLUBE DE CACA E PESCA ITORORO DE UBERLANDIA;MG;UBERLANDIA;6051000935066;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;25/10/2010;NAO;7966.82;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6071100761552;Benefício Fiscal;ATIVA NAO AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - PASEP;29/12/2011;NAO;3946.36;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300210407;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;1962.56;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051400956311;Benefício Fiscal;ATIVA NAO AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;20/08/2014;NAO;7951.65;NAO_PREVIDENCIARIO
21.024.575/0001-14;Pessoa jurídica;PRINCIPAL;GARFO CLUBE DE GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES;6050700106919;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;18/10/2007;NAO;2683.79;NAO_PREVIDENCIARIO
21.179.502/0001-00;Pessoa jurídica;PRINCIPAL;ASSOCIACAO CULTURAL E RECREATIVO ESCOLA DE SAMBA TURUNAS DO RIACHUELO;MG;JUIZ DE FORA;6061904954883;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;30/09/2019;NAO;2852.50;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051101181881;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;26/10/2011;SIM;7649.83;NAO_PREVIDENCIARIO
18.574.046/0001-80;Pessoa jurídica;PRINCIPAL;UBERLANDIA TENIS CLUBE;MG;UBERLANDIA;6061501191830;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;3674.44;NAO_PREVIDENCIARIO
20.182.655/0001-35;Pessoa jurídica;PRINCIPAL;PALMEIRAS COUNTRY CLUBE;MG;GOVERNADOR VALADARES;6051300211632;Benefício Fiscal;ATIVA AJUIZADA PARCELADA LEI 12996/14;Receita da dívida ativa - Multa - CLT;21/03/2013;SIM;10205.44;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051700163309;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;03/02/2017;NAO;5114.43;NAO_PREVIDENCIARIO
20.900.205/0001-30;Pessoa jurídica;PRINCIPAL;TERMAS CLUBE 3 FONTES;MG;UBERABA;6061904566107;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;22/08/2019;NAO;4474.47;NAO_PREVIDENCIARIO
25.445.420/0001-02;Pessoa jurídica;PRINCIPAL;CLUBE SIRIO LIBANES DE UBERABA;MG;UBERABA;6071100358316;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - PASEP;13/05/2011;SIM;16121.24;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500122161;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;06/02/2015;SIM;2435.49;NAO_PREVIDENCIARIO
17.842.139/0001-85;Pessoa jurídica;PRINCIPAL;AUTOMOVEL CLUBE DE VARGINHA;MG;VARGINHA;6051601109543;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;07/10/2016;NAO;3101.01;NAO_PREVIDENCIARIO
18.889.956/0001-51;Pessoa jurídica;PRINCIPAL;SOCIAL OLIMPICO SIDERURGICA;MG;MONTES CLAROS;6061501403609;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;1754.39;NAO_PREVIDENCIARIO
25.445.420/0001-02;Pessoa jurídica;PRINCIPAL;CLUBE SIRIO LIBANES DE UBERABA;MG;UBERABA;6061300156094;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - COFINS;14/03/2013;SIM;20814.13;NAO_PREVIDENCIARIO
19.695.931/0001-80;Pessoa jurídica;PRINCIPAL;RIO BRANCO ESPORTE CLUBE;MG;MINAS GERAIS;6061802524774;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1421.31;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500342366;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;19/03/2015;SIM;3451.84;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051601094090;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;07/10/2016;NAO;11666.01;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500122080;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;06/02/2015;SIM;2322.52;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6051400593251;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/04/2014;SIM;65086.45;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6051400593090;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/04/2014;SIM;1910.92;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500342609;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;19/03/2015;SIM;6916.08;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6070500431403;Benefício Fiscal;ATIVA AJUIZADA EXIGIBILIDADE CREDITO SUSPENSA-PARC TIMEMANIA CLUBES;Receita da dívida ativa - PIS;25/04/2005;SIM;238903.64;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051700164461;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;03/02/2017;NAO;1448.82;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051100754624;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;18/07/2011;SIM;2909.97;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6051400593170;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/04/2014;SIM;12439.83;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6050300291034;Benefício Fiscal;ATIVA NAO AJUIZ. EXIGIBIL. CREDITO SUSPENSA-PARC TIMEMANIA CLUBES;Receita da dívida ativa - Multa - CLT;09/07/2003;NAO;5402.87;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;MINAS GERAIS;6051300938141;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/09/2013;NAO;2900.83;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6070100011458;Em cobrança;ATIVA COM AJUIZAMENTO A SER PROSSEGUIDO;Receita da dívida ativa - PIS;21/03/2001;SIM;15669.09;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051800252605;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;09/03/2018;NAO;1344.40;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500226889;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;06/02/2015;SIM;4300.50;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6050800412710;Benefício Fiscal;ATIVA NAO AJUIZ. EXIGIBIL. CREDITO SUSPENSA-PARC TIMEMANIA CLUBES;Receita da dívida ativa - Multa - CLT;21/02/2008;NAO;6226.20;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051700165352;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;03/02/2017;NAO;1533.43;NAO_PREVIDENCIARIO
19.133.933/0001-85;Pessoa jurídica;PRINCIPAL;VERNOPOLIS FUTEBOL CLUBE;MG;MINAS GERAIS;6060601386775;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/07/2006;NAO;1411.54;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051100756678;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;19/07/2011;SIM;2769.36;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500342447;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;19/03/2015;SIM;5179.48;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051601094171;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;07/10/2016;NAO;11666.01;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051100756597;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;19/07/2011;SIM;1889.34;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6060501521468;Benefício Fiscal;ATIVA AJUIZADA EXIGIBILIDADE CREDITO SUSPENSA-PARC TIMEMANIA CLUBES;Receita da dívida ativa - COFINS;25/04/2005;SIM;945054.10;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500375299;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;30/04/2015;NAO;5552.78;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051500343095;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;20/03/2015;SIM;5468.92;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;MINAS GERAIS;6051300938222;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;02/09/2013;NAO;863.32;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051601195792;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;08/11/2016;NAO;1480.46;NAO_PREVIDENCIARIO
21.425.319/0001-39;Pessoa jurídica;PRINCIPAL;OURO FINO TENIS CLUBE;MG;POUSO ALEGRE;6061906554858;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;25/11/2019;NAO;2995.96;NAO_PREVIDENCIARIO
25.445.420/0001-02;Pessoa jurídica;PRINCIPAL;CLUBE SIRIO LIBANES DE UBERABA;MG;UBERABA;6061101996238;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - COFINS;13/05/2011;SIM;71750.66;NAO_PREVIDENCIARIO
17.842.139/0001-85;Pessoa jurídica;PRINCIPAL;AUTOMOVEL CLUBE DE VARGINHA;MG;VARGINHA;6050900875096;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;23/09/2009;SIM;3644.22;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051601195873;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;08/11/2016;NAO;1439.10;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051601093876;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;07/10/2016;NAO;2380.13;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6051400593332;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/04/2014;SIM;20064.28;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6050300290739;Benefício Fiscal;ATIVA AJUIZADA EXIGIBILIDADE CREDITO SUSPENSA-PARC TIMEMANIA CLUBES;Receita da dívida ativa - Multa - CLT;09/07/2003;SIM;11251.36;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051101148086;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;20/10/2011;SIM;2159.36;NAO_PREVIDENCIARIO
18.677.385/0001-91;Pessoa jurídica;PRINCIPAL;AUTOMOVEL E COUNTRY CLUBE DE POUSO ALEGRE;MG;POUSO ALEGRE;6060100053200;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - COFINS;08/03/2001;SIM;68377.88;NAO_PREVIDENCIARIO
21.028.469/0001-09;Pessoa jurídica;PRINCIPAL;IPATINGA FUTEBOL CLUBE;MG;IPATINGA;6061905029059;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;30/09/2019;NAO;1930.83;NAO_PREVIDENCIARIO
17.842.139/0001-85;Pessoa jurídica;PRINCIPAL;AUTOMOVEL CLUBE DE VARGINHA;MG;VARGINHA;6050901123500;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;06/11/2009;SIM;7095.96;NAO_PREVIDENCIARIO
17.842.139/0001-85;Pessoa jurídica;PRINCIPAL;AUTOMOVEL CLUBE DE VARGINHA;MG;VARGINHA;6050901123330;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;06/11/2009;SIM;6165.64;NAO_PREVIDENCIARIO
17.842.139/0001-85;Pessoa jurídica;PRINCIPAL;AUTOMOVEL CLUBE DE VARGINHA;MG;VARGINHA;6050900692170;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;18/08/2009;SIM;5466.14;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6051800808565;Em cobrança;ATIVA A SER COBRADA;Receita da dívida ativa - Multa - CLT;13/09/2018;NAO;2161.40;NAO_PREVIDENCIARIO
25.871.971/0001-38;Pessoa jurídica;PRINCIPAL;VARGINHA TENIS CLUBE;MG;VARGINHA;6071701023904;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - PIS;29/12/2017;NAO;1681.22;NAO_PREVIDENCIARIO
